City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
284,Amambai,-23.1042,-55.2258,70.21,60,97,6.51,BR,2021-08-14 14:29:42
285,Axim,4.8699,-2.2405,81.18,63,5,9.82,GH,2021-08-14 14:29:42
286,Pelym,61.0108,61.9978,73.4,50,100,14.94,RU,2021-08-14 14:29:42
287,Zaysan,47.4667,84.8667,62.33,72,100,5.66,KZ,2021-08-14 14:29:43
288,Luanshya,-13.1367,28.4166,63.57,21,0,9.53,ZM,2021-08-14 14:29:06
289,Nome,64.5011,-165.4064,48.27,87,90,19.57,US,2021-08-14 14:29:43
290,Puerto Rico,-26.796,-55.024,73.38,57,23,2.1,AR,2021-08-14 14:29:43
291,Port Hawkesbury,45.6169,-61.3485,86.09,79,1,5.01,CA,2021-08-14 14:29:44
292,Maniitsoq,65.4167,-52.9,45.61,98,100,22.57,GL,2021-08-14 14:29:44
293,Chilca,-12.5211,-76.7372,63.61,77,96,4.05,PE,2021-08-14 14:29:44
294,Brae,60.3964,-1.353,58.91,75,33,10.74,GB,2021-08-14 14:29:44
295,Cairns,-16.9167,145.7667,70.07,91,75,12.66,AU,2021-08-14 14:27:02
296,Serowe,-22.3833,26.7167,55.71,71,100,17.9,BW,2021-08-14 14:29:45
297,San Quintin,30.4833,-115.95,70.7,83,0,8.75,MX,2021-08-14 14:29:46
298,Nimaparha,20.0667,86.0167,79.2,71,94,7.34,IN,2021-08-14 14:29:46
299,Amarante,-6.2411,-42.8547,87.57,34,66,10.09,BR,2021-08-14 14:29:46
300,Hanmer Springs,-42.5167,172.8167,35.51,91,9,6.89,NZ,2021-08-14 14:29:47
301,Bage,-31.3314,-54.1069,64.18,68,0,8.05,BR,2021-08-14 14:29:47
302,Chapais,49.7834,-74.8492,64.18,63,13,10.0,CA,2021-08-14 14:25:15
303,Itacoatiara,-3.1431,-58.4442,72.37,96,100,1.59,BR,2021-08-14 14:29:48
304,Oriximina,-1.7656,-55.8661,82.67,69,100,2.77,BR,2021-08-14 14:29:48
305,Xuanhua,40.6103,115.0447,66.15,92,100,2.59,CN,2021-08-14 14:29:49
306,Aksum,14.1245,38.7244,67.98,71,59,13.69,ET,2021-08-14 14:29:49
307,North Bend,43.4065,-124.2243,59.86,94,90,0.0,US,2021-08-14 14:29:49
308,Matara,5.9485,80.5353,79.23,83,94,13.82,LK,2021-08-14 14:29:50
309,Srandakan,-7.9386,110.2506,78.17,85,95,8.12,ID,2021-08-14 14:29:50
310,Harper,4.375,-7.7169,80.53,60,89,7.25,LR,2021-08-14 14:29:50
311,Mogadishu,2.0371,45.3438,80.47,69,75,17.27,SO,2021-08-14 14:29:50
312,Howell,42.6073,-83.9294,71.44,61,1,4.61,US,2021-08-14 14:26:48
313,Minot,48.2325,-101.2963,75.11,43,1,3.0,US,2021-08-14 14:24:54
314,Igarka,67.4667,86.5833,56.48,87,85,5.32,RU,2021-08-14 14:29:51
315,Fairbanks,64.8378,-147.7164,48.2,92,90,4.61,US,2021-08-14 14:28:05
316,Pueblo Nuevo,23.3833,-105.3833,58.3,81,3,4.92,MX,2021-08-14 14:29:52
317,Celestun,20.8667,-90.4,81.75,76,11,3.49,MX,2021-08-14 14:29:52
318,Bandarbeyla,9.4942,50.8122,78.64,79,71,33.02,SO,2021-08-14 14:29:52
319,Tarumovka,44.0761,46.5361,83.88,63,99,5.75,RU,2021-08-14 14:29:52
320,Qaqortoq,60.7167,-46.0333,52.3,80,100,5.99,GL,2021-08-14 14:29:10
321,Hamilton,39.1834,-84.5333,76.41,69,90,1.01,US,2021-08-14 14:29:00
322,Faanui,-16.4833,-151.75,77.86,75,3,4.97,PF,2021-08-14 14:29:53
323,Moindou,-21.6924,165.677,60.75,70,16,6.13,NC,2021-08-14 14:29:53
324,Dipalpur,30.6709,73.6529,97.03,31,0,7.36,PK,2021-08-14 14:29:54
325,Bam,29.106,58.357,98.6,10,3,16.2,IR,2021-08-14 14:29:54
326,Devli,25.75,75.3833,85.62,61,100,9.93,IN,2021-08-14 14:29:54
327,Tupik,54.4253,119.9327,56.5,81,10,3.47,RU,2021-08-14 14:29:55
328,Namibe,-15.1961,12.1522,69.8,77,66,11.7,AO,2021-08-14 14:29:55
329,Mgandu,-5.95,34.1333,80.1,22,5,10.31,TZ,2021-08-14 14:29:55
330,Loukhi,66.0764,33.0381,70.0,52,16,4.05,RU,2021-08-14 14:29:55
331,Anadyr,64.75,177.4833,54.1,87,0,6.71,RU,2021-08-14 14:29:56
332,Salinopolis,-0.6136,-47.3561,83.8,71,70,11.41,BR,2021-08-14 14:29:56
333,Zavodskoy,43.4597,132.2922,60.39,94,12,0.0,RU,2021-08-14 14:29:56
334,Pak Chong,14.708,101.4161,75.25,89,100,4.03,TH,2021-08-14 14:29:57
335,Dutlwe,-23.9833,23.9,68.97,40,92,21.54,BW,2021-08-14 14:29:57
336,Kurchum,48.5722,83.6542,66.22,58,100,9.6,KZ,2021-08-14 14:29:57
337,Corpus Christi,27.8006,-97.3964,88.02,76,40,3.0,US,2021-08-14 14:25:23
338,Coxim,-18.5067,-54.76,86.67,30,4,4.16,BR,2021-08-14 14:29:58
339,Kashiwazaki,37.3667,138.55,69.12,95,100,6.89,JP,2021-08-14 14:29:58
340,Popova,42.9603,131.7228,60.89,75,11,8.08,RU,2021-08-14 14:29:59
341,Akyab,20.15,92.9,82.63,84,100,8.93,MM,2021-08-14 14:29:59
342,Atambua,-9.1061,124.8925,70.74,86,8,6.15,ID,2021-08-14 14:29:59
343,Vila Velha,-20.3297,-40.2925,75.15,69,20,6.91,BR,2021-08-14 14:29:16
344,Northam,51.0333,-4.2167,74.71,70,74,11.92,GB,2021-08-14 14:30:00
345,Cikampek,-6.4197,107.4558,83.77,83,16,2.95,ID,2021-08-14 14:30:00
346,Olinda,-8.0089,-34.8553,78.53,61,40,14.97,BR,2021-08-14 14:30:00
347,Saint-Joseph,-21.3667,55.6167,71.96,84,48,15.59,RE,2021-08-14 14:30:01
348,Gwadar,25.1216,62.3254,79.57,85,35,11.3,PK,2021-08-14 14:30:01
349,Myaundzha,63.0494,147.1858,56.77,58,49,4.07,RU,2021-08-14 14:30:01
350,Kyshtovka,56.555,76.6271,57.96,88,99,5.12,RU,2021-08-14 14:30:02
351,Bonavista,48.6499,-53.1147,77.0,91,83,5.79,CA,2021-08-14 14:30:04
352,Nanortalik,60.1432,-45.2371,50.31,90,100,7.74,GL,2021-08-14 14:30:04
353,Altamira,-3.2033,-52.2064,87.89,66,75,5.75,BR,2021-08-14 14:30:05
354,Mahajanga,-15.7167,46.3167,86.02,45,20,8.05,MG,2021-08-14 14:30:06
355,Mangan,27.5167,88.5333,76.57,98,100,0.85,IN,2021-08-14 14:30:06
356,Russellville,35.2784,-93.1338,78.94,80,90,3.44,US,2021-08-14 14:30:07
357,Gusau,12.1628,6.6614,82.56,66,87,6.82,NG,2021-08-14 14:30:07
358,Weatherford,32.7593,-97.7972,83.68,77,100,1.99,US,2021-08-14 14:25:20
359,Skjervoy,70.0311,20.9714,49.82,76,24,6.31,NO,2021-08-14 14:30:07
360,Mangochi,-14.4782,35.2645,75.83,48,75,13.2,MW,2021-08-14 14:30:08
361,Fayaoue,-20.65,166.5333,69.42,61,83,21.36,NC,2021-08-14 14:30:08
362,Kloulklubed,7.0419,134.2556,77.5,75,17,10.09,PW,2021-08-14 14:30:09
363,Biak,-0.9131,122.8766,75.24,86,23,7.36,ID,2021-08-14 14:30:09
364,Kilindoni,-7.9139,39.6668,77.27,77,9,15.99,TZ,2021-08-14 14:30:10
365,Pedernales,18.0384,-71.744,83.86,67,99,5.73,DO,2021-08-14 14:30:10
366,Srivardhan,18.0333,73.0167,79.47,81,79,8.08,IN,2021-08-14 14:30:11
367,Lavrentiya,65.5833,-171.0,44.8,98,100,6.91,RU,2021-08-14 14:30:11
368,Muisne,0.6,-80.0333,77.11,81,100,10.71,EC,2021-08-14 14:30:11
369,Dukat,62.55,155.55,57.15,76,93,8.19,RU,2021-08-14 14:30:12
370,Mormugao,15.4,73.8,78.85,82,91,12.95,IN,2021-08-14 14:30:12
371,Lidkoping,58.5052,13.1577,66.22,74,1,19.73,SE,2021-08-14 14:30:12
372,Klaksvik,62.2266,-6.589,52.72,93,100,15.03,FO,2021-08-14 14:30:12
373,Walvis Bay,-22.9575,14.5053,68.95,45,0,10.36,NA,2021-08-14 14:30:13
374,Saint Anthony,45.0205,-93.218,73.31,58,1,1.99,US,2021-08-14 14:30:13
375,Tambura,5.6,27.4667,74.61,87,89,4.52,SS,2021-08-14 14:30:15
376,Valreas,44.3837,4.9908,98.22,22,0,5.73,FR,2021-08-14 14:30:15
377,Mumford,5.2618,-0.759,78.3,75,52,14.9,GH,2021-08-14 14:30:16
378,Koulamoutou,-1.1303,12.4736,92.25,36,96,1.25,GA,2021-08-14 14:30:16
379,Marand,38.4329,45.7749,93.54,27,24,14.67,IR,2021-08-14 14:30:17
380,Keetmanshoop,-26.5833,18.1333,65.32,19,0,4.61,NA,2021-08-14 14:30:17
381,Salalah,17.0151,54.0924,78.89,89,40,10.36,OM,2021-08-14 14:30:18
382,Kisangani,0.5167,25.2,84.04,59,72,3.42,CD,2021-08-14 14:30:18
383,Zelenoborsk,61.4669,64.0333,72.61,49,86,14.09,RU,2021-08-14 14:30:18
384,Wad Madani,14.4012,33.5199,91.29,46,48,17.54,SD,2021-08-14 14:30:19
385,Narsaq,60.9167,-46.05,52.02,75,100,2.84,GL,2021-08-14 14:30:19
386,Wanning,18.8003,110.3967,82.31,87,100,9.31,CN,2021-08-14 14:30:19
387,Yurginskoye,56.8189,67.3921,67.53,53,36,5.59,RU,2021-08-14 14:30:20
388,Kavaratti,10.5669,72.642,81.54,77,91,18.12,IN,2021-08-14 14:30:20
389,Aklavik,68.2191,-135.0107,45.32,93,40,5.75,CA,2021-08-14 14:30:20
390,Caucaia,-3.7361,-38.6531,89.55,46,0,16.11,BR,2021-08-14 14:30:21
391,Saint-Michel-Des-Saints,46.6834,-73.9159,72.16,37,0,11.3,CA,2021-08-14 14:30:21
392,Sao Filipe,14.8961,-24.4956,75.36,79,81,3.31,CV,2021-08-14 14:30:22
393,Kem,64.9555,34.5793,60.22,75,93,11.21,RU,2021-08-14 14:30:22
394,Sukhumi,43.0033,41.0153,74.48,86,99,6.08,GE,2021-08-14 14:30:22
395,Eyl,7.9803,49.8164,80.1,71,61,25.01,SO,2021-08-14 14:30:23
396,Laguna,38.421,-121.4238,79.3,74,1,1.01,US,2021-08-14 14:30:23
397,Marsa Matruh,31.3525,27.2453,86.2,66,0,14.97,EG,2021-08-14 14:30:23
398,Teglas,47.7167,21.6833,91.04,24,6,6.06,HU,2021-08-14 14:30:24
399,Qarqin,37.4185,66.0436,87.21,13,0,13.98,AF,2021-08-14 14:30:24
400,Hervey Bay,-25.2986,152.8535,60.04,77,5,7.58,AU,2021-08-14 14:30:24
401,Atherton,53.5237,-2.4935,66.45,76,100,4.99,GB,2021-08-14 14:30:25
402,Vanimo,-2.6741,141.3028,78.44,90,95,6.85,PG,2021-08-14 14:30:25
403,Inhambane,-23.865,35.3833,71.58,56,40,11.5,MZ,2021-08-14 14:30:25
404,Henties Bay,-22.116,14.2845,56.86,66,0,7.63,NA,2021-08-14 14:30:26
405,Port Pirie,-33.1833,138.0167,42.89,63,79,4.59,AU,2021-08-14 14:30:26
406,Nyanza,-2.3519,29.7509,67.98,47,82,1.45,RW,2021-08-14 14:30:26
407,Mitu,1.1983,-70.1733,71.55,98,100,1.16,CO,2021-08-14 14:30:01
408,Juba,4.8517,31.5825,77.29,83,100,1.97,SS,2021-08-14 14:30:27
409,Muros,42.7762,-9.0603,82.83,57,0,15.26,ES,2021-08-14 14:30:27
410,Port Elizabeth,-33.918,25.5701,60.1,72,90,14.97,ZA,2021-08-14 14:30:27
411,Arbagar,51.9438,116.2805,57.0,74,12,2.75,RU,2021-08-14 14:30:28
412,Santa Cruz,-17.8,-63.1667,71.06,26,75,17.27,BO,2021-08-14 14:26:09
413,Olafsvik,64.8945,-23.7142,54.64,80,85,11.43,IS,2021-08-14 14:30:28
414,Notre-Dame-Du-Lac,47.6136,-68.7964,74.64,98,100,2.57,CA,2021-08-14 14:30:29
415,Limon,10.0,-83.0333,80.49,83,0,3.44,CR,2021-08-14 14:30:29
416,Souillac,-20.5167,57.5167,73.78,78,75,10.36,MU,2021-08-14 14:30:29
417,Morant Bay,17.8815,-76.4093,87.62,72,87,5.17,JM,2021-08-14 14:30:30
418,Okhotsk,59.3833,143.3,56.05,93,4,3.56,RU,2021-08-14 14:30:30
419,China,25.7,-99.2333,84.38,62,1,8.39,MX,2021-08-14 14:30:30
420,Matay,28.419,30.7792,100.51,14,0,16.06,EG,2021-08-14 14:30:31
421,Lindi,-10.0,39.7167,83.73,43,78,10.63,TZ,2021-08-14 14:30:31
422,Ginda,30.6945,78.4932,65.17,91,9,3.29,IN,2021-08-14 14:30:31
423,Matucana,-11.85,-76.4,36.19,59,90,4.21,PE,2021-08-14 14:30:32
424,Nogliki,51.8333,143.1667,54.88,91,4,8.3,RU,2021-08-14 14:30:32
425,Cozumel,20.5083,-86.9458,84.27,87,20,1.99,MX,2021-08-14 14:30:32
426,Kalmeshwar,21.2333,78.9,85.62,70,100,7.0,IN,2021-08-14 14:30:32
427,Atar,20.5169,-13.0499,109.45,14,9,10.87,MR,2021-08-14 14:30:33
428,Maykop,44.6078,40.1058,73.67,71,100,8.68,RU,2021-08-14 14:30:33
429,Labuhan,-6.8844,112.2051,79.68,78,67,8.99,ID,2021-08-14 14:30:34
430,Pevek,69.7008,170.3133,37.72,93,100,23.26,RU,2021-08-14 14:30:34
431,Poum,-20.2333,164.0167,69.13,66,46,17.02,NC,2021-08-14 14:30:34
432,Pacific Grove,36.6177,-121.9166,64.02,95,90,1.01,US,2021-08-14 14:30:34
433,Puerto Del Rosario,28.5004,-13.8627,80.28,73,20,11.5,ES,2021-08-14 14:30:35
434,Santa Cruz Cabralia,-16.2781,-39.0247,77.23,69,40,10.36,BR,2021-08-14 14:30:35
435,Le Moule,16.3332,-61.3473,86.04,74,94,12.21,GP,2021-08-14 14:30:05
436,Teguise,29.0605,-13.564,77.22,69,0,11.5,ES,2021-08-14 14:30:35
437,Hirara,24.8,125.2833,82.54,84,17,15.82,JP,2021-08-14 14:30:36
438,Kuopio,62.8924,27.677,62.55,94,90,11.5,FI,2021-08-14 14:30:36
439,Ostuacan,17.4167,-93.3,77.36,81,32,2.01,MX,2021-08-14 14:30:36
440,Tessaoua,13.7574,7.9874,92.91,37,39,4.27,NE,2021-08-14 14:30:37
441,Araouane,18.9048,-3.5265,108.41,11,8,11.9,ML,2021-08-14 14:30:37
442,Vicuna,-30.0319,-70.7081,44.33,14,90,4.9,CL,2021-08-14 14:30:38
443,Burgeo,47.6167,-57.6152,70.02,89,100,4.16,CA,2021-08-14 14:30:38
444,Astoria,46.1879,-123.8313,63.86,95,90,0.0,US,2021-08-14 14:30:15
445,Manzanillo,20.3433,-77.1167,85.21,58,51,6.78,CU,2021-08-14 14:30:38
446,Opuwo,-18.0607,13.84,87.04,12,31,10.69,NA,2021-08-14 14:30:39
447,Lapithos,35.3375,33.1792,100.69,45,0,15.86,CY,2021-08-14 14:30:39
448,Pimentel,-6.8367,-79.9342,66.49,81,0,4.0,PE,2021-08-14 14:30:39
449,Krasnoselkup,65.7,82.4667,61.47,73,100,6.73,RU,2021-08-14 14:30:40
450,Flin Flon,54.7682,-101.865,67.84,64,75,5.75,CA,2021-08-14 14:30:40
451,Plouzane,48.3833,-4.6167,77.09,60,0,11.5,FR,2021-08-14 14:30:40
452,Necochea,-38.5473,-58.7368,55.04,56,0,10.76,AR,2021-08-14 14:30:41
453,Guerrero Negro,27.9769,-114.0611,76.05,73,30,12.03,MX,2021-08-14 14:30:41
454,Samarai,-10.6167,150.6667,77.92,86,78,17.18,PG,2021-08-14 14:30:41
455,Tshikapa,-6.4167,20.8,95.47,26,54,2.71,CD,2021-08-14 14:30:42
456,Bilibino,68.0546,166.4372,45.75,73,100,9.04,RU,2021-08-14 14:30:42
457,Miri,4.4148,114.0089,80.74,89,40,3.44,MY,2021-08-14 14:28:04
458,Ankang,32.68,109.0172,71.49,82,25,3.18,CN,2021-08-14 14:30:42
459,Kismayo,-0.3582,42.5454,76.78,81,23,18.9,SO,2021-08-14 14:30:43
460,Minab,27.1467,57.0801,94.5,56,23,5.97,IR,2021-08-14 14:30:43
461,Nelson Bay,-32.7167,152.15,54.68,94,0,5.1,AU,2021-08-14 14:30:44
462,Hovd,48.0056,91.6419,71.35,31,100,4.25,MN,2021-08-14 14:30:44
463,Nichinan,31.6,131.3667,79.21,92,100,14.16,JP,2021-08-14 14:30:44
464,Nong Bua,15.8646,100.5858,77.34,92,100,5.32,TH,2021-08-14 14:30:45
465,Gao,16.6362,1.637,100.0,25,75,4.16,ML,2021-08-14 14:30:45
466,Half Moon Bay,37.4636,-122.4286,64.99,91,75,0.0,US,2021-08-14 14:30:15
467,Sungairaya,0.7,108.9,79.45,81,80,1.99,ID,2021-08-14 14:30:45
468,Abonnema,4.7084,6.7931,82.47,67,93,12.26,NG,2021-08-14 14:30:46
469,Tahta,26.7693,31.5021,106.12,11,0,19.3,EG,2021-08-14 14:30:46
470,Tuktoyaktuk,69.4541,-133.0374,41.0,87,90,13.8,CA,2021-08-14 14:30:46
471,Vuktyl,63.8567,57.3094,58.82,78,97,17.29,RU,2021-08-14 14:30:47
472,Anloga,5.7947,0.8973,84.42,74,94,15.08,GH,2021-08-14 14:30:47
473,Santa Ana,33.7456,-117.8678,76.86,86,20,1.01,US,2021-08-14 14:27:26
474,Angra Dos Reis,-23.0067,-44.3181,66.16,92,99,2.89,BR,2021-08-14 14:30:48
475,Muana,-1.5283,-49.2167,89.91,54,12,6.26,BR,2021-08-14 14:30:48
476,Alyangula,-13.8483,136.4192,71.47,94,6,0.0,AU,2021-08-14 14:30:48
477,Riohacha,11.5444,-72.9072,88.27,57,25,9.64,CO,2021-08-14 14:30:49
478,Adre,13.4667,22.2,83.52,51,70,6.08,TD,2021-08-14 14:30:49
479,Kimbe,-5.5502,150.1429,74.7,92,65,4.88,PG,2021-08-14 14:30:49
480,Linxia,35.6003,103.2064,65.3,57,1,1.92,CN,2021-08-14 14:30:50
481,Bantva,21.4864,70.0689,81.36,73,96,15.37,IN,2021-08-14 14:30:50
482,Caxito,-8.5785,13.6643,77.65,55,35,12.53,AO,2021-08-14 14:30:50
483,Grabovo,53.3875,45.064,60.84,95,100,7.7,RU,2021-08-14 14:30:50
484,Belmonte,-15.8631,-38.8828,77.5,58,28,9.04,BR,2021-08-14 14:30:51
485,Buraydah,26.326,43.975,111.65,8,28,7.23,SA,2021-08-14 14:30:51
486,Bay City,43.5945,-83.8889,70.12,56,1,0.0,US,2021-08-14 14:29:51
487,Shellbrook,53.2168,-106.4011,65.43,24,19,9.15,CA,2021-08-14 14:30:51
488,Zyryanka,65.75,150.85,48.58,90,100,27.25,RU,2021-08-14 14:30:52
489,Madang,-5.2246,145.7966,77.49,90,45,5.14,PG,2021-08-14 14:30:52
490,Sept-Iles,50.2001,-66.3821,66.25,97,90,3.0,CA,2021-08-14 14:30:52
491,Vanavara,60.34,102.2797,63.34,67,99,3.36,RU,2021-08-14 14:30:53
492,Marienburg,54.0359,19.0266,75.96,37,75,10.31,PL,2021-08-14 14:30:53
493,Warri,5.5167,5.75,83.75,64,93,9.69,NG,2021-08-14 14:30:54
494,Lumeje,-11.55,20.7833,89.17,11,4,3.02,AO,2021-08-14 14:30:54
495,Hualmay,-11.0964,-77.6139,64.96,74,41,6.67,PE,2021-08-14 14:30:54
496,San Carlos De Bariloche,-41.1456,-71.3082,33.55,69,0,0.0,AR,2021-08-14 14:30:49
497,Igrim,63.1906,64.4162,73.81,50,92,13.04,RU,2021-08-14 14:30:55
498,Chongwe,-15.3292,28.682,75.0,32,11,11.7,ZM,2021-08-14 14:30:55
499,Taltal,-25.4,-70.4833,61.5,61,7,2.82,CL,2021-08-14 14:30:55
500,Lewisporte,49.2499,-55.0482,82.13,59,62,3.09,CA,2021-08-14 14:29:53
501,Havre-Saint-Pierre,50.2334,-63.5986,75.56,83,75,6.91,CA,2021-08-14 14:30:56
502,Bundu,23.1833,85.5833,80.82,65,100,3.31,IN,2021-08-14 14:30:56
503,Albina,5.5,-54.05,87.73,58,87,5.66,SR,2021-08-14 14:30:57
504,Nemuro,43.3236,145.575,56.68,82,100,12.15,JP,2021-08-14 14:30:57
505,Santiago,-33.4569,-70.6483,53.04,35,0,0.0,CL,2021-08-14 14:26:08
506,San Joaquin,37.9333,-121.3011,72.36,64,1,5.75,US,2021-08-14 14:30:57
507,Sulangan,11.1373,123.7228,82.87,71,26,6.8,PH,2021-08-14 14:30:58
508,Blytheville,35.9273,-89.919,81.23,83,75,4.61,US,2021-08-14 14:30:58
509,Moose Factory,51.2585,-80.6094,59.0,72,90,9.22,CA,2021-08-14 14:30:58
510,Tayginka,55.6244,60.5076,69.64,55,48,5.01,RU,2021-08-14 14:30:59
511,Jumla,29.2747,82.1838,61.93,95,77,2.91,NP,2021-08-14 14:30:59
512,Trairi,-3.2778,-39.2689,88.57,43,10,14.72,BR,2021-08-14 14:30:59
513,Flinders,-34.5833,150.8552,54.21,80,0,6.26,AU,2021-08-14 14:31:00
514,Ixtapa,20.7,-105.2,79.23,88,75,3.44,MX,2021-08-14 14:26:41
515,The Valley,18.217,-63.0578,87.66,79,40,14.97,AI,2021-08-14 14:31:00
516,Lasa,46.6166,10.7002,85.91,57,59,4.68,IT,2021-08-14 14:31:00
517,Labuan,5.2767,115.2417,79.16,94,40,1.14,MY,2021-08-14 14:31:01
518,Lehigh Acres,26.6254,-81.6248,83.95,85,75,3.0,US,2021-08-14 14:30:51
519,Lufkin,31.3382,-94.7291,82.83,86,1,0.0,US,2021-08-14 14:26:42
520,Tarauaca,-8.1614,-70.7656,89.55,32,64,4.14,BR,2021-08-14 14:31:01
521,Beihai,21.4833,109.1,83.7,81,100,13.71,CN,2021-08-14 14:31:02
522,Hambantota,6.1241,81.1185,84.54,70,75,16.11,LK,2021-08-14 14:31:02
523,Ulagan,50.6321,87.9563,54.5,93,100,3.67,RU,2021-08-14 14:31:03
524,Tera,14.0078,0.7531,83.46,63,100,3.44,NE,2021-08-14 14:31:03
525,Sola,-13.8833,167.55,77.31,81,83,26.69,VU,2021-08-14 14:31:03
526,Badhni Kalan,30.6833,75.2833,87.08,56,9,6.67,IN,2021-08-14 14:31:04
527,Jaumave,23.4167,-99.3833,74.95,65,43,2.33,MX,2021-08-14 14:31:04
528,Garowe,8.4054,48.4845,88.66,37,76,18.48,SO,2021-08-14 14:31:04
529,Bagacay,12.9821,124.1415,81.86,76,67,4.32,PH,2021-08-14 14:31:04
530,Ambilobe,-13.2,49.05,74.66,71,0,1.66,MG,2021-08-14 14:31:05
531,Alofi,-19.0595,-169.9187,66.09,82,36,5.75,NU,2021-08-14 14:31:05
532,Porto Walter,-8.2686,-72.7439,88.23,35,100,3.24,BR,2021-08-14 14:31:05
533,Chernyshevskiy,63.0128,112.4714,58.86,91,77,0.92,RU,2021-08-14 14:31:06
534,Maningrida,-12.0667,134.2667,75.13,66,6,11.12,AU,2021-08-14 14:31:06
535,Atbasar,51.8,68.3333,67.24,39,100,10.11,KZ,2021-08-14 14:31:06
536,Bolshoy Lug,52.0779,104.0919,66.38,86,0,5.39,RU,2021-08-14 14:31:07
537,Manokwari,-0.8667,134.0833,77.49,83,62,2.15,ID,2021-08-14 14:31:07
538,Kota Kinabalu,5.9749,116.0724,80.58,89,20,3.44,MY,2021-08-14 14:31:07
539,Manggar,-2.8833,108.2667,80.49,83,96,11.65,ID,2021-08-14 14:31:08
540,Capelinha,-17.6914,-42.5158,77.38,35,9,6.89,BR,2021-08-14 14:31:08
541,Akot,21.0964,77.0586,81.43,70,100,5.44,IN,2021-08-14 14:31:08
542,Nizhniy Tsasuchey,50.5167,115.1333,58.57,88,2,5.68,RU,2021-08-14 14:31:09
543,Tessalit,20.1986,1.0114,108.99,6,3,16.02,ML,2021-08-14 14:31:09
544,Tenabo,20.05,-90.2333,82.4,50,64,2.46,MX,2021-08-14 14:31:09
545,San Andres,12.5847,-81.7006,86.02,74,75,11.5,CO,2021-08-14 14:31:10
546,Mao,39.8885,4.2658,90.16,40,0,11.5,ES,2021-08-14 14:31:10
547,Novichikha,52.204,81.3877,56.75,80,100,3.96,RU,2021-08-14 14:31:10
548,Izmalkovo,52.6887,37.964,78.71,32,47,6.55,RU,2021-08-14 14:31:11
549,Wainwright,52.839,-110.8572,61.88,23,0,10.33,CA,2021-08-14 14:30:15
550,Pontassieve,43.7737,11.4282,105.15,21,0,4.61,IT,2021-08-14 14:31:11
551,Tolaga Bay,-38.3667,178.3,48.13,82,62,8.72,NZ,2021-08-14 14:31:11
552,Gat,31.61,34.7642,93.4,40,0,12.97,IL,2021-08-14 14:31:12
553,Pangnirtung,66.1451,-65.7125,51.8,82,90,9.22,CA,2021-08-14 14:31:12
554,Batticaloa,7.7102,81.6924,82.72,75,82,4.54,LK,2021-08-14 14:31:12
555,Teguldet,57.3064,88.1667,55.42,80,5,5.06,RU,2021-08-14 14:31:13
556,Sereflikochisar,38.9393,33.5386,79.57,32,3,18.07,TR,2021-08-14 14:31:13
557,Nerja,36.7585,-3.8873,118.58,50,18,3.62,ES,2021-08-14 14:31:13
558,Tres Arroyos,-38.3739,-60.2798,56.7,47,0,13.33,AR,2021-08-14 14:31:14
559,Asfi,32.2994,-9.2372,82.31,59,26,16.69,MA,2021-08-14 14:31:14
560,Linnich,50.9833,6.2667,80.19,54,8,1.01,DE,2021-08-14 14:31:14
561,Lahaina,20.8783,-156.6825,74.95,75,29,11.18,US,2021-08-14 14:30:48
562,Rawson,-43.3002,-65.1023,54.45,56,25,12.64,AR,2021-08-14 14:31:15
563,Cocobeach,1.0002,9.5823,84.13,73,46,10.67,GA,2021-08-14 14:31:15
564,Podolinec,49.2587,20.536,83.97,68,99,1.88,SK,2021-08-14 14:31:15
565,Ust-Nera,64.5667,143.2,59.41,69,55,10.04,RU,2021-08-14 14:31:16
566,Iberia,29.9502,-91.7507,85.1,83,1,5.75,US,2021-08-14 14:31:16
567,Arklow,52.7931,-6.1414,59.07,85,100,7.56,IE,2021-08-14 14:31:16
568,Sovetskiy,61.3614,63.5842,72.01,51,99,14.18,RU,2021-08-14 14:31:16
569,Palm Bay,28.0345,-80.5887,86.05,78,75,3.0,US,2021-08-14 14:31:17
570,Hay River,60.8156,-115.7999,67.98,60,75,8.05,CA,2021-08-14 14:31:17
571,Emerald,-23.5333,148.1667,60.94,72,12,6.91,AU,2021-08-14 14:31:17
572,Derzhavinsk,51.1,66.3167,69.55,37,29,6.76,KZ,2021-08-14 14:31:18
